id,media_type,short_name,long_description,slug,genres,created_by,published_by,franchises,regions
140,Movie,In the Shadow of the Moon,"In 1988, Philadelphia police officer Thomas Lockhart, hungry to become a detective, begins tracking a serial killer who mysteriously resurfaces every nine years. But when the killer's crimes begin to defy all scientific explanation, Locke's obsession with finding the truth threatens to destroy his career, his family, and possibly his sanity. 
<p>
Directed by Jim Mickle and starring Boyd Holbrook, Michael C. Hall, and Cleopatra Coleman, In the Shadow of the Moon is a genre-blending psychological thriller that examines the power of time, and how its passing can either bring us together or tear us apart. ",in-the-shadow-of-the-moon-2019,{Drama},{},{Netflix},{},
141,Movie,Instant Family,"When Pete (Mark Wahlberg) and Ellie (Rose Byrne) decide to start a family, they stumble into the world of foster care adoption. They hope to take in one small child but when they meet three siblings, including a rebellious 15 year old girl (Isabela Moner), they find themselves speeding from zero to three kids overnight. Now, Pete and Ellie must hilariously try to learn the ropes of instant parenthood in the hopes of becoming a family. Instant Family is inspired by the real events from the life of writer/director Sean Anders and also stars Octavia Spencer, Tig Notaro and Margo Martindale. ",instant-family,{Comedy},{Paramount Pictures},{Paramount Pictures},{},
142,Comic,Invisible Woman,"Fresh from the pages of FANTASTIC FOUR, for the first time Susan Storm-Richards stars in her own limited series – and the secrets about her past revealed therein will shake readers’ perceptions of the Invisible Woman forevermore! Years ago, she undertook an espionage mission for S.H.I.E.L.D. – and now it’s up to her to save her former partner from death at the hands of international terrorists!",invisible-woman-2019,{},{},{Marvel Comics},{},
143,Comic,Ironheart,"Ironheart focuses on Riri Williams, a female teenager with genius-level intellect.  She rose to fame for her work creating her own Iron-Man-like costume she made from materials she stole from MIT.",ironheart,{},{},{Marvel Comics},{},
144,Game,John Wick Hex,"John Wick Hex is a fast-paced, action-oriented strategy game that makes you think and strike like professional hitman John Wick. Choose every action and attack you make while considering their immediate cost and consequences. Created in close cooperation with the creative and stunt teams behind the films, John Wick Hex is fight-choreographed chess brought to life as a video game, capturing the series’ signature gun fu style while expanding its story universe. Every move in John Wick Hex feels like a scene from the movies, and every fight contributes to your progress on the job and requires precise strategic thinking. 
<p>
Perform well and progress in the main story mode (which features an original story created for the game) to unlock new weapons, suit options and locations. Each weapon changes up the tactics you’ll use and the manner in which you’ll play. Ammo is finite and realistically simulated, so time your reloads and make the most of the weapons you scavenge on the job.
John Wick Hex complements the style of the films with a unique graphic noir art design and features the world-class voice talents of Ian McShane and Lance Reddick amongst its stellar cast. ",john-wick-hex,{Strategy},{Mike Bithell Games Limited},"{Lionsgate Games,Good Shepherd Entertainment}",{},"{US, AU, UK, JP}"
145,Comic,Joker: Killer Smile,"In Joker: Killer Smile, the Joker, one of DC's darkest and most terrifying characters, unleashes his madness upon a new adversary, the very doctor tasked with treating him.  As he gets his hooks deeper and deeper into the mind of his prey, Joker sets off a chain reaction of mayhem that threatens to not only tear down Gotham City, but the soul of the good doctor.  The comic comes from writer Jeff Lemire and artist Andrea Sorrentino.",joker-killer-smile,{},{},"{DC Comics,DC Black Label}",{},
146,Movie,IO,"Sam (Margaret Qualley), one of the last survivors on a post-cataclysmic Earth, is a young scientist dedicated to finding a way for humans to adapt and survive, rather than abandon their world.  But with the final shuttle scheduled to leave the planet for a distant colony, her determination to stay is rocked by the arrival of another survivor, Micah (Anthony Mackie).  She must decide whether to journey with him to join the rest of humanity and begin life anew, or stay to fight for Earth's survival.",jonathan-helpert-s-io,{Sci-Fi},{},{Netflix},{},
147,Game,Journey to the Savage Planet,"Journey to the Savage Planet is an upbeat first-person adventure game set in a bright and colorful alien world filled with weird and wonderful creatures. As an employee of Kindred Aerospace, which proudly touts its rating as the “4th Best Interstellar Exploration Company”, players will be dropped onto an uncharted planet deep in a fictitious, far-away corner of the universe. Launched with high hopes but little equipment and no real plan, players are tasked with exploring, cataloging alien flora and fauna and determining if the planet is fit for human habitation. ",journey-to-the-savage-planet,{Adventure},{Kindred Aerospace},{Typhoon Studios},{},"{US, AU, UK, JP}"
148,Movie,Just Mercy,Just Mercy shadows world-renowned civil rights defense attorney Bryan Stevenson as he recounts his experiences and details the case of a condemned death row prisoner whom he fought to free.,just-mercy,{Drama},{Netter Productions},{Warner Bros. Pictures},{},
149,Comic,,Justice League / Aquaman: Drowned Earth kicks off the Drowned Earth saga (which crosses over between issues of Justice League and Aquaman.),justice-league-aquaman-drowned-earth,{},{},{Marvel Comics},{},
150,Movie,Justice League vs. The Fatal Five,"Justice League vs. The Fatal Five finds the fate of the earth hanging in the balance when the Justice League faces a powerful new threat — the Fatal Five! Superman, Batman and Wonder Woman seek answers as the time-traveling trio of Mano, Persuader and Tharok terrorize Metropolis in search of budding Green Lantern, Jessica Cruz. With her unwilling help, they aim to free remaining Fatal Five members Emerald Empress and Validus to carry out their sinister plan. But the Justice League has also discovered an ally from another time in the peculiar Star Boy — brimming with volatile power, could he be the key to thwarting the Fatal Five? An epic battle against ultimate evil awaits!",justice-league-vs-the-fatal-five,{Animation},{},{Warner Bros. Pictures},{},
151,Show,Katy Keene,"A Riverdale spinoff, Katy Keene follows the lives and loves of four iconic Archie Comics characters — fashion legend-to-be Katy Keene (Lucy Hale), singer/songwriter Josie McCoy (Ashleigh Murray), performer Jorge Lopez/Ginger (Jonny Beauchamp), and ""It Girl"" Pepper Smith (Julia Chan) — as they chase their twenty-something dreams in New York City…together. Katy designs clothes for anyone she can, including her friend and roommate Josie, whose singing talent catches the attention of Alexander Cabot (Lucien Laviscount), a CEO who hopes to reboot the record label division of his father’s corporate empire. But Alexander’s dream of signing Josie to a recording contract meets resistance from Cabot Media’s powerful senior vice president Alexandra (Camille Hyde), who also happens to be his twin sister. Josie and Katy’s roommate Jorge works at his family’s bodega and has his eye on Broadway, but after a series of rejections, he hopes to take his drag performance career as Ginger to the next level. The mysterious Pepper Smith plans to open her own version of Andy Warhol’s Factory. She has the connections, but no one seems to know where she got her money — or if she really has any at all. Katy struggles to manage the pressures of her day job at Lacy’s Department Store and her very demanding boss, Gloria (Katherine LaNasa), who is a legendary personal shopper. But Katy has the support of her longtime boyfriend, KO Kelly (Zane Holtz), who has his own dream of becoming a professional boxer. As these aspiring artists take on the runway, the recording studio, Broadway, and the NYC social scene, they will find more than just a career in the big city — they’ll find long-lasting friendship.",katy-keene,{Drama},{},{The CW},{},
152,Movie,Kin,"Starring James Franco, Jack Reynor and Myles Truitt, Kin is the story of an unexpected hero destined for greatness. Chased by a vengeful criminal and two otherworldly soldiers,​ a recently released ex-con and his adopted teenage brother are forced to go on the run with a weapon of mysterious origin as their only protection.",kin-2018,"{Sci-Fi,Action}",{Lionsgate},{Summit Entertainment},{},
